,count,pop_count,user_hist,pop_fraq,pop_item_fraq
50823,16,0,16,0.0,0.0011206354199433785
62303,12,0,12,0.0,0.0009043724441648317
123433,5,0,5,0.0,0.0009751494180559924
104278,12,0,12,0.0,0.0010092272202998848
6662,8,0,8,0.0,0.0013762189367725701
61845,7,0,7,0.0,0.0009886307464162135
204167,12,0,12,0.0,0.0012058299255531088
6769,7,0,7,0.0,0.001954792612232059
6564,5,0,5,0.0,0.0009751494180559924
104098,6,0,6,0.0,0.0009961203732830031
38781,8,0,8,0.0,0.0009830135262661214
119248,7,0,7,0.0,0.0010560373882173189
231225,5,0,5,0.0,0.001384083044982699
128693,7,0,7,0.0,0.001325663955421741
271587,5,0,5,0.0,0.001321170179301667
205943,6,0,6,0.0,0.0011796162315193457
123066,6,0,6,0.0,0.0013893257837894514
14271,5,0,5,0.0,0.0009751494180559924
229656,5,0,5,0.0,0.0010695187165775401
37168,7,0,7,0.0,0.0013481328360221095
171007,5,0,5,0.0,0.0016986473733878577
198216,7,0,7,0.0,0.0017301038062283738
198982,5,0,5,0.0,0.0012897137464611512
174334,5,0,5,0.0,0.0015413652091852783
199795,5,0,5,0.0,0.0008807801195344448
33656,6,0,6,0.0,0.0011271888434518193
148142,6,0,6,0.0,0.001100975149418056
86641,5,0,5,0.0,0.0012582573136206356
62688,8,0,8,0.0,0.0009830135262661214
35179,5,0,5,0.0,0.001038062283737024
51100,7,0,7,0.0,0.0014380083584235833
148966,5,0,5,0.0,0.0011324315822585718
236349,6,0,6,0.0,0.0011271888434518191
202036,7,0,7,0.0,0.001100975149418056
150932,6,0,6,0.0,0.001310684701688162
151479,6,0,6,0.0,0.0012058299255531088
203058,5,0,5,0.0,0.001384083044982699
273906,6,0,6,0.0,0.001100975149418056
174851,5,0,5,0.0,0.0014784523435042469
102130,5,0,5,0.0,0.0012582573136206354
229502,16,0,16,0.0,0.001553161371500472
93355,6,0,6,0.0,0.0009436929852154765
54624,5,0,5,0.0,0.0012268008807801195
96900,5,0,5,0.0,0.001038062283737024
219955,5,0,5,0.0,0.0014469959106637308
165073,6,0,6,0.0,0.001232043619586872
9094,6,0,6,0.0,0.0014679668658907413
164301,6,0,6,0.0,0.001232043619586872
211137,6,0,6,0.0,0.001336898395721925
163761,7,0,7,0.0,0.0012133195524198985
214436,8,0,8,0.0,0.0011992765020446682
215609,6,0,6,0.0,0.0015990353360595575
94997,5,0,5,0.0,0.0011953444479396035
10532,5,0,5,0.0,0.0009751494180559924
136011,7,0,7,0.0,0.0014829461196243202
51663,5,0,5,0.0,0.0015413652091852783
162610,5,0,5,0.0,0.0015413652091852785
96335,6,0,6,0.0,0.001205829925553109
169223,6,0,6,0.0,0.0012582573136206354
8695,8,0,8,0.0,0.0011206354199433783
46293,11,0,11,0.0,0.0012439589350567645
270723,5,0,5,0.0,0.0014155394778232148
270666,5,0,5,0.0,0.0015728216420257944
229055,5,0,5,0.0,0.0014155394778232148
122883,6,0,6,0.0,0.0012582573136206354
41676,6,0,6,0.0,0.0011534025374855823
119749,5,0,5,0.0,0.0009436929852154766
207450,6,0,6,0.0,0.0012058299255531088
47925,6,0,6,0.0,0.001336898395721925
129494,5,0,5,0.0,0.0016986473733878581
44089,5,0,5,0.0,0.0011638880150990876
208468,5,0,5,0.0,0.0012582573136206354
99322,7,0,7,0.0,0.0016402282838268998
159283,5,0,5,0.0,0.001352626612142183
44985,7,0,7,0.0,0.0016402282838269
92648,6,0,6,0.0,0.0009174792911817133
46258,6,0,6,0.0,0.001232043619586872
168029,6,0,6,0.0,0.00089126559714795
239488,5,0,5,0.0,0.0008493236866939289
51386,6,0,6,0.0,0.0010747614553842928
127384,5,0,5,0.0,0.0017301038062283738
260655,5,0,5,0.0,0.001384083044982699
242465,5,0,5,0.0,0.001038062283737024
143103,5,0,5,0.0,0.000817867253853413
71522,5,0,5,0.0,0.001038062283737024
243429,6,0,6,0.0,0.0014941805599245047
138867,5,0,5,0.0,0.0009436929852154767
115997,5,0,5,0.0,0.0015413652091852783
28820,6,0,6,0.0,0.0011796162315193457
76873,5,0,5,0.0,0.0013211701793016672
17507,6,0,6,0.0,0.0010485477613505296
116433,5,0,5,0.0,0.0014784523435042469
72352,10,0,10,0.0,0.0009908776344762504
182088,10,0,10,0.0,0.0013368983957219253
110308,6,0,6,0.0,0.0011796162315193457
275758,6,0,6,0.0,0.0014155394778232148
81609,8,0,8,0.0,0.001238597043095313
185771,8,0,8,0.0,0.001238597043095313
146298,5,0,5,0.0,0.0014155394778232148
249128,6,0,6,0.0,0.0016776764181608472
27888,5,0,5,0.0,0.0014469959106637308
140863,5,0,5,0.0,0.0011638880150990876
139934,5,0,5,0.0,0.0014155394778232148
75762,5,0,5,0.0,0.0011324315822585718
276847,5,0,5,0.0,0.000817867253853413
124993,5,0,5,0.0,0.0010066058508965085
74689,5,0,5,0.0,0.0014469959106637308
257198,19,0,19,0.0,0.000993361037068923
277203,6,0,6,0.0,0.0013368983957219253
188369,6,0,6,0.0,0.0011534025374855823
74849,6,0,6,0.0,0.0014941805599245047
179857,12,0,12,0.0,0.0014024326308063335
124688,10,0,10,0.0,0.0011953444479396037
109741,9,0,9,0.0,0.0012407815175981267
70703,13,0,13,0.0,0.0011856655455271372
84820,5,0,5,0.0,0.001100975149418056
252903,5,0,5,0.0,0.001100975149418056
84201,5,0,5,0.0,0.0013211701793016672
68344,5,0,5,0.0,0.0010695187165775401
137222,11,0,11,0.0,0.0012725556921845066
31900,6,0,6,0.0,0.001520394253958268
138045,5,0,5,0.0,0.0017930166719094052
83842,5,0,5,0.0,0.0014469959106637308
192462,11,0,11,0.0,0.0012582573136206354
83754,9,0,9,0.0,0.0010135961693055117
83561,5,0,5,0.0,0.001038062283737024
250733,9,0,9,0.0,0.0015203942539582678
31681,8,0,8,0.0,0.00137621893677257
31468,8,0,8,0.0,0.0010813148788927337
117683,5,0,5,0.0,0.001038062283737024
261578,8,0,8,0.0,0.001238597043095313
194974,5,0,5,0.0,0.0011638880150990876
144241,5,0,5,0.0,0.0007864108210128972
193448,5,0,5,0.0,0.0010695187165775401
241537,5,0,5,0.0,0.0014155394778232148
182393,8,0,8,0.0,0.0011599559609940231
77039,5,0,5,0.0,0.0011638880150990876
241100,5,0,5,0.0,0.001384083044982699
75551,9,0,9,0.0,0.0013631120897556886
184985,5,0,5,0.0,0.0011324315822585718
194646,7,0,7,0.0,0.0011683817912191614
196108,21,1,21,0.047619047619047616,0.0014305187315567939
172676,41,2,41,0.04878048780487805,0.0012314042611958052
264634,18,1,18,0.05555555555555555,0.0014767047639019956
164828,36,2,36,0.05555555555555555,0.0011708783335080918
139141,18,1,18,0.05555555555555555,0.0013456362937331796
49900,17,1,17,0.058823529411764705,0.0013322724497159667
166824,16,1,16,0.0625,0.0013663888015099089
77383,30,2,30,0.06666666666666667,0.0015308797315717732
49889,14,1,14,0.07142857142857142,0.001505415000224689
18401,14,1,14,0.07142857142857142,0.002415404664539613
227250,14,1,14,0.07142857142857142,0.0016177594032265315
157163,14,1,14,0.07142857142857142,0.0017076349256280056
60319,13,1,13,0.07692307692307693,0.0016333147821037093
26145,13,1,13,0.07692307692307693,0.001391342221792049
267282,13,1,13,0.07692307692307693,0.0012945531976673844
45113,13,1,13,0.07692307692307693,0.0012824545696518016
58961,13,1,13,0.07692307692307693,0.0012945531976673848
52011,25,2,25,0.08,0.0015036174897766596
97179,12,1,12,0.08333333333333333,0.0015859284890426758
79089,12,1,12,0.08333333333333333,0.0012844710076543987
12515,12,1,12,0.08333333333333333,0.0013893257837894518
161200,12,1,12,0.08333333333333333,0.0010878683024011745
276688,12,1,12,0.08333333333333333,0.0016121421830764392
131032,11,1,11,0.09090909090909091,0.0016014183991535362
