,count
421,0.0550487574709028
424,0.0435671594841145
1365,0.03129915067631331
1464,0.029569046870084933
2836,0.028310789556464298
1335,0.026895250078641082
452,0.026737967914438502
2844,0.02658068575023592
616,0.026423403586033345
1916,0.02469329977980497
3362,0.024536017615602392
1270,0.02406417112299465
1271,0.02406417112299465
1242,0.022963195973576597
2253,0.02186222082415854
1340,0.0213903743315508
84,0.021233092167348224
2648,0.021075810003145644
2101,0.020918527838943064
10723,0.020603963510537907
1123,0.020603963510537907
5995,0.020446681346335326
2832,0.020289399182132746
641,0.01997483485372759
2442,0.01903114186851211
9882,0.01903114186851211
3340,0.01887385970430953
797,0.018559295375904374
2857,0.018244731047499213
1314,0.017772884554891476
1590,0.017772884554891476
1546,0.017458320226486315
1864,0.017458320226486315
1439,0.017458320226486315
3325,0.017143755898081158
448,0.01667190940547342
10953,0.01635734507706826
1490,0.015885498584460523
2445,0.015885498584460523
982,0.015728216420257943
4685,0.015728216420257943
3052,0.015570934256055362
9495,0.015570934256055362
874,0.015413652091852784
13658,0.014941805599245045
529,0.014941805599245045
9496,0.014941805599245045
9976,0.014941805599245045
2031,0.014784523435042466
9359,0.014784523435042466
3115,0.014784523435042466
1487,0.014627241270839886
2444,0.014627241270839886
887,0.014469959106637308
1485,0.014469959106637308
1503,0.014469959106637308
1070,0.014155394778232149
1608,0.014155394778232149
10111,0.014155394778232149
13152,0.014155394778232149
3045,0.014155394778232149
683,0.014155394778232149
12641,0.013998112614029569
1501,0.01384083044982699
1441,0.01368354828562441
3148,0.01368354828562441
1444,0.013368983957219251
8680,0.013368983957219251
1921,0.013211701793016672
9840,0.013211701793016672
9542,0.013054419628814092
9973,0.012897137464611514
1699,0.012739855300408933
1591,0.012582573136206355
1931,0.012582573136206355
1104,0.012582573136206355
2291,0.012425290972003775
8700,0.012268008807801196
2447,0.012268008807801196
9401,0.012268008807801196
8512,0.012268008807801196
1488,0.012268008807801196
8556,0.011953444479396037
5574,0.011953444479396037
668,0.011953444479396037
9831,0.011796162315193457
3974,0.011638880150990877
1986,0.011638880150990877
1132,0.011638880150990877
2887,0.011638880150990877
1125,0.011481597986788298
3406,0.011481597986788298
9388,0.011481597986788298
3561,0.011324315822585718
12526,0.01116703365838314
10954,0.01116703365838314
1482,0.01116703365838314
855,0.01116703365838314
5600,0.01100975149418056
2039,0.01100975149418056
1372,0.01100975149418056
1262,0.01085246932997798
960,0.01085246932997798
6359,0.0106951871657754
2766,0.0106951871657754
4717,0.0106951871657754
3074,0.0106951871657754
1385,0.0106951871657754
1566,0.0106951871657754
172,0.0106951871657754
10218,0.010537905001572822
2831,0.010537905001572822
4715,0.010537905001572822
17446,0.010537905001572822
3526,0.010380622837370242
11165,0.010380622837370242
1307,0.010380622837370242
1863,0.010380622837370242
1119,0.010380622837370242
2888,0.010223340673167663
9720,0.010223340673167663
14197,0.010223340673167663
1151,0.010223340673167663
791,0.010066058508965083
2918,0.010066058508965083
2977,0.010066058508965083
8836,0.010066058508965083
8758,0.009908776344762504
2672,0.009751494180559924
12873,0.009751494180559924
1006,0.009751494180559924
2908,0.009751494180559924
9335,0.009751494180559924
8624,0.009594212016357346
8623,0.009594212016357346
3548,0.009594212016357346
796,0.009594212016357346
793,0.009594212016357346
8622,0.009594212016357346
1075,0.009594212016357346
3051,0.009594212016357346
9716,0.009436929852154765
958,0.009436929852154765
3048,0.009436929852154765
22546,0.009279647687952187
1933,0.009279647687952187
3638,0.009279647687952187
26244,0.009279647687952187
9951,0.009279647687952187
9352,0.009279647687952187
11978,0.009279647687952187
388,0.009279647687952187
790,0.009122365523749607
3049,0.009122365523749607
1673,0.009122365523749607
3949,0.008965083359547028
3581,0.008965083359547028
10212,0.008965083359547028
969,0.008965083359547028
1454,0.008807801195344448
2909,0.008807801195344448
1658,0.008807801195344448
5517,0.00865051903114187
3772,0.00865051903114187
5812,0.00865051903114187
8932,0.00865051903114187
2104,0.00865051903114187
9360,0.00865051903114187
12349,0.00865051903114187
12310,0.008493236866939289
8706,0.008493236866939289
2697,0.008493236866939289
11395,0.008493236866939289
11622,0.00833595470273671
2169,0.00833595470273671
10638,0.00833595470273671
1767,0.00833595470273671
6269,0.00833595470273671
9829,0.00833595470273671
2188,0.00817867253853413
1046,0.00817867253853413
3396,0.00817867253853413
1547,0.00817867253853413
17595,0.00817867253853413
9957,0.00817867253853413
9338,0.00817867253853413
3809,0.00817867253853413
869,0.00817867253853413
1690,0.00817867253853413
10615,0.008021390374331552
9523,0.008021390374331552
1042,0.008021390374331552
8712,0.007864108210128971
2674,0.007864108210128971
